State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,,,,,,,,,,,,,,,,,,,,,,,
Idaho,H0071,Amends existing law to revise provisions regarding the crime of genital mutilation of a child.,Gender Affirming Care Ban,2/15/2023,"Introduced, read first time; referred to: Judiciary & Rules",High,,https://legiscan.com/ID/bill/H0071/2023,"Judiciary, Rules and Administration Committee, Ben Adams, Brent Crane, Daniel Foreman, Kevin Andrus, Glenneda Zuiderveld, Jordan Redman, Tammy Nichols, Brandon Mitchell, Jeff Cornilles, Kenny Wroten, Lance Clow, Jaron Crane, Julianne Young, Joe Alfieri, Vito Barbieri, Heather Scott, Jacyn Gallagher, Mike Kingsley, Dale Hawkins, Charlie Shepherd, Elaine Price",Hearing 2023-02-07 13:30 Room EW42,"H 2023-02-02 Introduced, read first time, referred to JRA for Printing, H 2023-02-03 Reported Printed and Referred to State Affairs, H 2023-02-06 Reported out of Committee, Returned to the Desk for re-referral, H 2023-02-06 Referred to Judiciary, Rules & Administration, H 2023-02-08 Reported out of Committee with Do Pass Recommendation, Filed for Second Reading, H 2023-02-09 Read second time; Filed for Third Reading, H 2023-02-10 U.C. to hold place on third reading calendar until Tuesday, February 14, 2023, H 2023-02-14 Read Third Time in Full -- PASSED 58-12-0, H 2023-02-14 Title apvd, H 2023-02-14 to Senate, S 2023-02-15 Received from the House passed; filed for first reading, S 2023-02-15 Introduced, read first time; referred to: Judiciary & Rules",Pass One Chamber,d55f28c9c223e7bfdcb46f8fda63e73b,,,,,,,,,,,,,,,,,,,,,,,
Idaho,S1003,"Amends existing law to provide that a bidder, offeror, contractor, or subcontractor shall not be required to provide access to a multiple occupancy restroom, multiple occupancy shower facility, or multiple occupancy changing room on any basis other than biological sex.",Trans Bathroom Ban,1/17/2023,Reported Printed; referred to State Affairs,High,Does not require any public works contractors to provide gender neutral bathrooms and can have it based on biological sex. Emergency action,https://legiscan.com/ID/bill/S1003/2023,State Affairs Committee,,"S 2023-01-16 Introduced; read first time; referred to JR for Printing, S 2023-01-17 Reported Printed; referred to State Affairs",,ecb10fbdad6a8fbb4d99d9cf6f50bc7f,,,,,,,,,,,,,,,,,,,,,,,
Idaho,S1016,"Amends existing law to provide that a public works contractor shall not be required to provide access to a multiple-occupancy restroom, multiple-occupancy shower facility, or multiple-occupancy changing room on any basis other than biological sex.",Trans Bathroom Ban,2/21/2023,"Reported out of Committee, Recommend place on General Orders",High,"may affect adults, public owned buildings/contractors",https://legiscan.com/ID/bill/S1016/2023,State Affairs Committee,"Hearing 2023-02-01 08:00 Room WW55, Hearing 2023-02-21 09:00 Room EW40","S 2023-01-20 Introduced; read first time; referred to JR for Printing, S 2023-01-23 Reported Printed; referred to State Affairs, S 2023-02-02 Reported out of Committee with Do Pass Recommendation; Filed for second reading, S 2023-02-03 Read second time; filed for Third Reading, S 2023-02-08 Read third time in full -- PASSED 28-7-0, S 2023-02-08 Title apvd, S 2023-02-08 to House, H 2023-02-09 Received from the Senate, Filed for First Reading, H 2023-02-09 Read First Time, Referred to State Affairs, H 2023-02-21 Reported out of Committee, Recommend place on General Orders",Pass One Chamber,5e19f30c5770e827caccb732afdb4f49,,,,,,,,,,,,,,,,,,,,,,,
Idaho,S1100,Adds to existing law to establish privacy and safety standards in public schools.,Trans Bathroom Ban,2/24/2023,Reported out of Committee with Do Pass Recommendation; Filed for second reading,High,,https://legiscan.com/ID/bill/S1100/2023,Education Committee,"Hearing 2023-02-21 15:00 Room WW55, Hearing 2023-02-23 15:00 Room WW55","S 2023-02-13 Introduced; read first time; referred to JR for Printing, S 2023-02-14 Reported Printed; referred to Education, S 2023-02-24 Reported out of Committee with Do Pass Recommendation; Filed for second reading",Pass Committee,755d205caf8c1288106482bbb48bf308,,,,,,,,,,,,,,,,,,,,,,,
Illinois,HB1562,INTERSCHOLASTIC SPORTS-GENDER,Trans Sports Ban,1/31/2023,Referred to Rules Committee,Safest,,https://legiscan.com/IL/bill/HB1562/2023,David Friess,,"H 2023-01-30 Filed with the Clerk by Rep. David Friess, H 2023-01-31 First Reading, H 2023-01-31 Referred to Rules Committee",,791fe4fd25d5a21383835b67a2014848,,,,,,,,,,,,,,,,,,,,,,,
Illinois,SB1659,SCH CD-BIO-RESTROOM ACCESS,Trans Bathroom Ban,2/8/2023,Referred to Assignments,Safest,,https://legiscan.com/IL/bill/SB1659/2023,Andrew Chesney,,"S 2023-02-08 Filed with Secretary by Sen. Andrew S. Chesney, S 2023-02-08 First Reading, S 2023-02-08 Referred to Assignments",,9482011fabc0c7267d054c8f37ccf44d,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1118,Prohibited services relating to care of minors.,Gender Affirming Care Ban,1/12/2023,Representative Payne Z added as coauthor,High,Felony healthcare ban. Considers gender affirming care as conversion therapy . ,https://legiscan.com/IN/bill/HB1118/2023,"Lorissa Sweet, Zach Payne",,"H 2023-01-10 Authored by Representative Sweet, H 2023-01-10 First reading: referred to Committee on Public Health, H 2023-01-12 Representative Payne Z added as coauthor",,eb43cf47210bae0dda188368ab79b7ed,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1220,Gender transition procedures for minors.,Gender Affirming Care Ban,1/10/2023,First reading: referred to Committee on Public Health,High,,https://legiscan.com/IN/bill/HB1220/2023,"Michelle Davis, Dale DeVon, Jake Teshka, Christopher Judy",,"H 2023-01-10 Coauthored by Representatives DeVon, Teshka, Judy, H 2023-01-10 Authored by Representative Davis, H 2023-01-10 First reading: referred to Committee on Public Health",,9d298369ca2143e2a8992a8eba9ac60d,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1231,Gender transition procedures for minors.,Gender Affirming Care Ban,1/19/2023,Representatives Prescott and Abbott D added as coauthors,High,Healthcare ban under 18. Does not require insurance coverage for gender affirming care regardless of age. ,https://legiscan.com/IN/bill/HB1231/2023,"Ryan Lauer, John Prescott, David Abbott",,"H 2023-01-10 Authored by Representative Lauer, H 2023-01-10 First reading: referred to Committee on Public Health, H 2023-01-19 Representatives Prescott and Abbott D added as coauthors",,316cf640f6556f7e7f03f2811bdd8ad6,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1232,Child removal and gender identity.,Denial of GAC can't be considered Child Abuse,1/12/2023,Representative Davis M added as coauthor,High,,https://legiscan.com/IN/bill/HB1232/2023,"Ryan Lauer, Michelle Davis",,"H 2023-01-10 Authored by Representative Lauer, H 2023-01-10 First reading: referred to Committee on Family, Children and Human Affairs, H 2023-01-12 Representative Davis M added as coauthor",,f11f848fa36d52e1e2a5718df7d0360b,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1346,Gender fluidity.,Forced Misgendering,1/17/2023,First reading: referred to Committee on Education,High,"Forced misgendering of students and staff by defining it as ""gender fluidity.""",https://legiscan.com/IN/bill/HB1346/2023,"Jake Teshka, Joanna King, Martin Carbaugh, Timothy Wesco",,"H 2023-01-17 Coauthored by Representatives King, Carbaugh, Wesco, H 2023-01-17 Authored by Representative Teshka, H 2023-01-17 First reading: referred to Committee on Education",,4ab01af055c845a17cd60309847f2d50,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1407,Parental rights.,Don't Say Gay/Forced Outing,2/23/2023,Referred to the Senate,High,Explicetly makes not providing gender affirming care legal and NOT child abuse,https://legiscan.com/IN/bill/HB1407/2023,"Dale DeVon, Chris Jeter, Robert Heaton, Lindsay Patterson, Aaron Freeman, Stacey Donato, Jeff Raatz",Hearing 2023-02-09 08:30 Room 156-B,"H 2023-01-17 Authored by Representative DeVon, H 2023-01-17 First reading: referred to Committee on Family, Children and Human Affairs, H 2023-01-31 Representative Jeter C added as coauthor, H 2023-01-31 Representative Heaton added as coauthor, H 2023-02-06 Representative Patterson L added as coauthor, H 2023-02-13 Committee report: amend do pass, adopted, H 2023-02-16 Second reading: ordered engrossed, H 2023-02-20 Placed back on second reading, H 2023-02-21 Amendment #2 (Jeter) prevailed; voice vote, H 2023-02-21 Second reading: amended, ordered engrossed, H 2023-02-22 Third reading: passed; Roll Call 199: yeas 58, nays 33, H 2023-02-22 Senate sponsors: Senators Freeman, Donato, Raatz",Pass One Chamber,aff2bc45c6c0aef065ede357f73bd1af,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1525,Prohibited health care for minors.,Gender Affirming Care Ban,1/19/2023,First reading: referred to Committee on Public Health,High,,https://legiscan.com/IN/bill/HB1525/2023,Bruce Borders,,"H 2023-01-19 Authored by Representative Borders, H 2023-01-19 First reading: referred to Committee on Public Health",,32d07252f54db212edfb9982fec2e4a4,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1608,Human sexuality instruction.,Prohibits Gender Identity Instruction,2/24/2023,Referred to the Senate,High,,https://legiscan.com/IN/bill/HB1608/2023,"Michelle Davis, Jake Teshka, Chris Jeter, Robert Heaton, Stacey Donato, Jeff Raatz, Gary Byrne",Hearing 2023-02-20 08:00 House Chamber,"H 2023-01-19 Coauthored by Representatives Teshka, Jeter, Heaton, H 2023-01-19 Authored by Representative Davis, H 2023-01-19 First reading: referred to Committee on Education, H 2023-02-20 Committee report: amend do pass, adopted, H 2023-02-22 Second reading: ordered engrossed, H 2023-02-23 Third reading: passed; Roll Call 220: yeas 65, nays 29, H 2023-02-23 Senate sponsors: Senators Donato, Raatz, Byrne, H 2023-02-24 Referred to the Senate",Pass One Chamber,9c621cece573273865c643f6fd59a6a3,,,,,,,,,,,,,,,,,,,,,,,
Indiana,SB0354,Education matters.,Don't Say Gay/Forced Outing,1/12/2023,First reading: referred to Committee on Education and Career Development,High,,https://legiscan.com/IN/bill/SB0354/2023,Jeff Raatz,,"S 2023-01-12 Authored by Senator Raatz, S 2023-01-12 First reading: referred to Committee on Education and Career Development",,0dbe7e8570a0f534845bdd63e8cc20fd,,,,,,,,,,,,,,,,,,,,,,,
Indiana,SB0413,Parental rights in education.,Don't Say Gay/Forced Outing,1/19/2023,Senator Doriot added as second author,High,,https://legiscan.com/IN/bill/SB0413/2023,"Gary Byrne, Blake Doriot",,"S 2023-01-19 Authored by Senator Byrne, S 2023-01-19 First reading: referred to Committee on Education and Career Development, S 2023-01-19 Senator Doriot added as second author",,24fc452288e971f93b52c4e68a5f295d,,,,,,,,,,,,,,,,,,,,,,,
Indiana,SB0480,Gender transition procedures for minors.,Gender Affirming Care Ban,2/23/2023,Senator Young M added as coauthor,High,,https://legiscan.com/IN/bill/SB0480/2023,"Tyler Johnson, Ed Charbonneau, Gary Byrne, Stacey Donato, Blake Doriot, Mike Gaskill, James Buck, Aaron Freeman, Jeff Raatz, Andy Zay, Greg Walker, Mark Messmer, Jack Sandlin, Linda Rogers, James Tomes, Rick Niemeyer, Brian Buchanan, Scott Alexander, John Crane, Michael Young",Hearing 2023-02-22 09:00 Senate Chamber,"S 2023-01-19 Authored by Senator Johnson, S 2023-01-19 Coauthored by Senators Byrne, Donato, Doriot, Gaskill, Buck, Ford Jon, Freeman, Raatz, Zay, Walker G, Messmer, Sandlin, Rogers, Tomes, Niemeyer, Buchanan, Alexander, S 2023-01-19 First reading: referred to Committee on Health and Provider Services, S 2023-01-23 Senator Ford Jon removed as coauthor, S 2023-01-30 Senator Crane added as coauthor, S 2023-02-21 Senator Charbonneau added as second author, S 2023-02-23 Committee report: amend do pass, adopted, S 2023-02-23 Senator Young M added as coauthor",Pass Committee,4c9b5c59bd9f8de95da06c446f313c68,,,,,,,,,,,,,,,,,,,,,,,
Indiana,SB0487,Preventing pregnancy in prison.,Prison Placement,1/19/2023,First reading: referred to Committee on Health and Provider Services,High,,https://legiscan.com/IN/bill/SB0487/2023,Stacey Donato,,"S 2023-01-19 Authored by Senator Donato, S 2023-01-19 First reading: referred to Committee on Health and Provider Services",,9ee9a2cafed5f3c87f32da51045e402d,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1569,Restrictions on DOC provision of  gender therapy.,Gender Affirming Care Ban,2/15/2023,Referred to the Senate,High,GAC ban for prisoners,https://legiscan.com/IN/bill/HB1569/2023,"Peggy Mayfield, Joanna King, Stacey Donato",Hearing 2023-02-08 10:30 Room 156-C,"H 2023-01-19 Authored by Representative Mayfield, H 2023-01-19 First reading: referred to Committee on Courts and Criminal Code, H 2023-02-06 Representative King J added as coauthor, H 2023-02-09 Committee report: amend do pass, adopted, H 2023-02-13 Second reading: ordered engrossed, H 2023-02-14 Third reading: passed; Roll Call 134: yeas 68, nays 24, H 2023-02-14 Senate sponsor: Senator Donato, H 2023-02-15 Referred to the Senate",Pass One Chamber,9a41d43b182b6106d97f5b6e02f8987b,,,,,,,,,,,,,,,,,,,,,,,
Indiana,HB1589,Malpractice regarding gender therapeutics.,Gender Affirming Care Ban,1/19/2023,First reading: referred to Committee on Public Health,High,Allows Malpractice suits regarding GAC,https://legiscan.com/IN/bill/HB1589/2023,Julie McGuire,,"H 2023-01-19 Authored by Representative McGuire, H 2023-01-19 First reading: referred to Committee on Public Health",,2769ca8c6bb25f9f8743cb403858133f,,,,,,,,,,,,,,,,,,,,,,,
Iowa,HF180,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),Don't Say Gay/Forced Outing,2/1/2023,Placed on calendar. H.J. 226.,High,,https://legiscan.com/IA/bill/HF180/2023,Education,,H 2023-02-01 Placed on calendar. H.J. 226.,,a0aaaffca256271f93ab77b66c080857,,,,,,,,,,,,,,,,,,,,,,,
Iowa,HF180,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),Forced Outing by Schools,2/1/2023,Placed on calendar. H.J. 226.,High,,https://legiscan.com/IA/bill/HF180/2023,Education,,H 2023-02-01 Placed on calendar. H.J. 226.,,a0aaaffca256271f93ab77b66c080857,,,,,,,,,,,,,,,,,,,,,,,
Iowa,HF2,"A bill for an act relating to public contracts, public fund investing, and lending practices with certain companies that engage in economic boycotts based on environmental, social, or governance criteria, and including effective date and applicability provisions.",Anti-Boycotts Act,2/23/2023,Subcommittee recommends amendment and passage. Vote Total: 3-0.,High,Bans state contractors from boycotting companies that don't provide gender affirming care,https://legiscan.com/IA/bill/HF2/2023,"Henry Stone, Steven Holt, Skyler Wheeler, Taylor Collins, Tom Moore, Thomas Jeneary, Mike Vondran, Dean Fisher, Joshua Meggers, Derek Wulf, Jeff Shipley, Steven Bradley, Cindy Golding, Martin Graber, Craig Johnson, Dave Deyoe, Norlin Mommsen, Brooke Boden, Bobby Kaufmann, Joel Fry, Eddie Andrews, Charley Thomson, Robert Henderson, Devon Wood, Heather Hora, Anne Osmundson, Matt Windschitl, Pat Grassley, Jacob Bossman, Thomas Gerhold",Hearing 2023-02-23 13:30 ,"H 2023-01-11 Introduced, referred to State Government. H.J. 56., H 2023-02-20 Subcommittee: Lundgren, Cooling, Dunwell, Nielsen and Wills, J. H.J. 380., H 2023-02-22 Subcommittee Meeting: 02/23/2023 1:30PM House Lounge., H 2023-02-23 Subcommittee recommends amendment and passage. Vote Total: 3-0.",Pass Committee,8c7b228b923803c948d9a3b42c6f24cb,,,,,,,,,,,,,,,,,,,,,,,
Iowa,HF8,A bill for an act prohibiting instruction related to gender identity and sexual orientation in school districts and charter schools in kindergarten through grade three.(See HF 348.),Don't Say Gay/Forced Outing,2/20/2023,"Committee report approving bill, renumbered as HF 348.",High,,https://legiscan.com/IA/bill/HF8/2023,"Skyler Wheeler, Steven Holt, Henry Stone, Norlin Mommsen, Taylor Collins, Dean Fisher, Bill Gustoff, Thomas Jeneary, Mike Vondran, Derek Wulf, Steven Bradley, Joshua Meggers, Barb Kniff McCulla, Cindy Golding, Dave Deyoe, Martin Graber, Phil Thompson, John Wills, Stan Gustafson, Craig Johnson, Brooke Boden, Austin Harris, Bobby Kaufmann, Joel Fry, Carter Nordman, David Young, Robert Henderson, Heather Hora, Devon Wood, Anne Osmundson, Matt Windschitl, Pat Grassley, Thomas Gerhold","Hearing 2023-02-08 12:30 , Hearing 2023-02-13 12:30 ","H 2023-01-11 Introduced, referred to Education. H.J. 58., H 2023-01-12 Subcommittee: Wheeler, Holt and Steckman. H.J. 95., H 2023-02-07 Subcommittee Meeting: 02/08/2023 12:30PM RM 19 (Cancelled)., H 2023-02-09 Subcommittee Meeting: 02/13/2023 12:30PM RM 19., H 2023-02-14 Subcommittee recommends passage. Vote Total: 2-0., H 2023-02-15 Committee report, recommending amendment and passage. H.J. 365., H 2023-02-20 Committee report approving bill, renumbered as HF 348.",Pass Committee,e7118ac15714b5b54dcef4238308e894,,,,,,,,,,,,,,,,,,,,,,,
Iowa,SF110,"A bill for an act relating to gender-transition procedures, and including effective date provisions.",Gender Affirming Care Ban,1/24/2023,"Subcommittee: Rowley, Evans, and Quirmbach. S.J. 178.",High,,https://legiscan.com/IA/bill/SF110/2023,"Sandy Salmon, Lynn Evans, Kevin Alons, Jesse Green, Cherielynn Westrich, Jeff Taylor, Dennis Guth, Rocky De Witt, Dave Rowley",,"S 2023-01-23 Introduced, referred to Judiciary. S.J. 167., S 2023-01-24 Subcommittee: Rowley, Evans, and Quirmbach. S.J. 178.",,881c35c3cb95d49b88876fc761faf97b,,,,,,,,,,,,,,,,,,,,,,,
Iowa,SF129,"A bill for an act relating to actions relative to treatment or intervention regarding the discordance between a minor's sex and gender identity, and providing civil penalties.",Gender Affirming Care Ban,1/31/2023,"Subcommittee: Edler, Petersen, and Salmon. S.J. 217.",High,under 18. legalizes conversion therapy,https://legiscan.com/IA/bill/SF129/2023,Sandy Salmon,,"S 2023-01-25 Introduced, referred to Health and Human Services. S.J. 182., S 2023-01-31 Subcommittee: Edler, Petersen, and Salmon. S.J. 217.",,73fc8eb272ca2469567f13fb1a4ee358,,,,,,,,,,,,,,,,,,,,,,,
Iowa,SF159,"A bill for an act relating to education, including modifying the responsibilities of the state board of education and school districts, prohibiting instruction related to gender identity or sexual orientation in school districts and charter schools in kindergarten through grade eight, modifying provisions associated with the human growth and development instruction and health screenings provided in school districts, charter schools, and innovation zone schools, and providing civil penalties.",Don't Say Gay/Forced Outing,2/9/2023,Subcommittee recommends passage. [].,High,,https://legiscan.com/IA/bill/SF159/2023,Sandy Salmon,Hearing 2023-02-09 12:00 ,"S 2023-01-26 Introduced, referred to Education. S.J. 194., S 2023-02-01 Subcommittee: Salmon, Evans, and Quirmbach. S.J. 231., S 2023-02-08 Subcommittee Meeting: 02/09/2023 12:00PM Room G15., S 2023-02-09 Subcommittee recommends passage. [].",Pass Committee,ea6c4646c62a1f0a8352690edc6e8a5c,,,,,,,,,,,,,,,,,,,,,,,
